"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670011352,,"PHARMACIE DE LA GANZAU",,"82 RUE DES JESUITES",,67100,"STRASBOURG","03 88 39 70 82 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011345,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011386,"321 870 396 00017","PHARMACIE DU DOME",,"1 RUE DES JUIFS",,67000,"STRASBOURG","03 88 32 16 54 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011360,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011402,,"PHARMACIE LA FONTAINE",,"10 BOULEVARD LA FONTAINE",,67200,"STRASBOURG","03 88 26 17 85 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011394,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011436,"331 366 377 00017","PHARMACIE DES ALPES",,"2 RUE DE LAUSANNE",,67000,"STRASBOURG","03 88 36 28 13 ","03 88 35 06 17",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011410,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011451,"391 950 722 00010","PHARMACIE DE LA CITADELLE",,"12 RUE DE LONDRES",,67000,"STRASBOURG","03 88 45 94 70 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011444,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011485,,"PHARMACIE LIZE",,"3 RUE DE MACON",,67100,"STRASBOURG","03 88 39 58 10 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011477,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011501,"788 132 397 00019","PHARMACIE DE LA MARSEILLAISE",,"6 AVENUE DE LA MARSEILLAISE",,67000,"STRASBOURG","03 88 35 41 41 ","03 88 35 41 41",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011493,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011535,"479 210 460 00016","PHARMACIE SELARL CANO WEYL",," CENTRE CIAL RIVE ETOILE",,67000,"STRASBOURG","03 88 32 16 15 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011527,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011550,,"PHARMACIE DU CENTRE",,"82 ROUTE DE MITTELHAUSBERGEN",,67200,"STRASBOURG","03 88 28 18 18 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011543,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011584,"452 069 099 00011","PHARMACIE DE LA CITE",,"166 ROUTE DE MITTELHAUSBERGEN",,67200,"STRASBOURG","03 88 27 08 64 ","03 88 27 77 03",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011576,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011600,,"PHARMACIE DE LA PORTE DE SCHIRMECK",,"28 RUE DE MOLSHEIM",,67000,"STRASBOURG","03 88 32 19 15 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011592,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011634,,"PHARMACIE DU PARC",,"15 AVENUE DE NORMANDIE",,67100,"STRASBOURG","03 88 39 31 47 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011626,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011659,,"PHARMACIE DE L'ANGLE",,"142 ROUTE DE LA WANTZENAU",,67000,"STRASBOURG",,,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",99,"indéterminé"," ",,670010677,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011667,,"PHARMACIE DE LA FLEUR",,"8 RUE DE LA NUEE BLEUE",,67000,"STRASBOURG","03 88 32 39 54 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011642,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011683,,"PHARMACIE DE CRONENBOURG",,"17 ROUTE D'OBERHAUSBERGEN",,67200,"STRASBOURG","03 88 27 81 77 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670011675,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011717,,"PHARMACIE SAINTE CATHERINE",,"205 ROUTE D'OBERHAUSBERGEN",,67200,"STRASBOURG","03 88 27 85 22 ","03 88 26 85 30",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011691,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011733,"389 996 596 00018","PHARMACIE DES CONTADES",,"37 RUE OBERLIN",,67000,"STRASBOURG","03 88 36 65 40 ","03 88 36 65 40",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011725,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011766,"392 726 451 00025","PHARMACIE SAINT MICHEL",,"37 RUE D'OSTWALD",,67200,"STRASBOURG","03 88 28 07 83 ","03 88 30 57 85",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011741,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011782,,"PHARMACIE DU SAMARITAIN",,"60 ROUTE DU POLYGONE",,67100,"STRASBOURG","03 88 34 08 43 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011774,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011816,,"PHARMACIE DU LYS",,"125 ROUTE DU POLYGONE",,67100,"STRASBOURG","03 88 34 03 30 ","03 88 34 03 30",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011790,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011832,,"PHARMACIE DE LA LICORNE",,"36 RUE DE LA PREMIERE ARMEE",,67000,"STRASBOURG","03 88 36 24 06 ","03 88 52 19 34",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011824,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011857,,"PHARMACIE DE LA CANARDIERE",,"23 RUE PROSPER MERIMEE",,67100,"STRASBOURG","03 88 39 25 98 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011840,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011873,,"PHARMACIE DE LA MUSAU",,"43 RUE DE RATHSAMHAUSEN",,67100,"STRASBOURG","03 88 34 08 52 ","03 88 34 27 51",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670011865,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011907,"338 945 165 00011","PHARMACIE DU LILAS",,"23 ALLEE REUSS",,67100,"STRASBOURG","03 88 39 70 93 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011881,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011923,,"PHARMACIE DU PONT DE L'EUROPE",,"2 AVENUE DU PONT DE L'EUROPE",,67000,"STRASBOURG","03 88 61 88 03 ","03 88 61 42 96",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011915,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011956,"400 940 177 00019","PHARMACIE DE LA TOUR",,"30 RUE DE RIBEAUVILLE",,67100,"STRASBOURG","03 88 34 28 04 ","03 88 34 28 04",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011931,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670011972,,"PHARMACIE DE L'EUROPE",,"53 ALLEE DE LA ROBERTSAU",,67000,"STRASBOURG","03 88 36 60 84 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670011964,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012004,,"PHARMACIE DU SOLEIL",,"50 ROUTE DES ROMAINS",,67200,"STRASBOURG","03 88 30 84 30 ","03 88 29 67 44",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011980,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012020,"432 982 833 00019","PHARMACIE DE L'AIGLE",,"117 ROUTE DES ROMAINS",,67200,"STRASBOURG","03 88 30 16 88 ","03 88 29 85 71",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012012,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012053,"422 122 218 00015","PHARMACIE DE L'ELSAU",,"3 RUE RUBENS",,67200,"STRASBOURG","03 88 30 16 47 ","03 88 30 34 74",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012046,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012087,,"PHARMACIE DE LA GARE ET DU PONT KUSS",,"6 QUAI SAINT JEAN",,67000,"STRASBOURG","03 88 32 19 62 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012061,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012103,"384 423 331 00014","PHARMACIE DU ROETHIG",,"188 ROUTE DE SCHIRMECK",,67200,"STRASBOURG","03 88 30 08 22 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012095,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012137,,"PHARMACIE DES COQUELICOTS",,"125 ROUTE DE SCHIRMECK",,67200,"STRASBOURG","03 88 28 15 43 ","03 88 29 22 03",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012111,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012152,,"PHARMACIE HINCKER",,"34 RUE DE SOULTZ",,67100,"STRASBOURG","03 88 84 29 09 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012145,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012186,,"PHARMACIE STEPHANIE",,"20 RUE STEPHANIE",,67100,"STRASBOURG","03 88 39 61 11 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012160,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012202,,"PHARMACIE VAUBAN",,"4 RUE TARADE",,67000,"STRASBOURG","03 88 61 03 40 ","03 88 61 44 67",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012194,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012236,"393 916 788 00010","PHARMACIE DU TILLEUL",,"2 RUE DU TRAVAIL",,67000,"STRASBOURG","03 88 32 38 30 ","03 88 22 65 60",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012210,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012251,,"PHARMACIE KLEBER",,"49 RUE DU 22 NOVEMBRE",,67000,"STRASBOURG","03 88 32 85 17 ","03 88 23 58 23",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012244,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012285,,"PHARMACIE DES DEUX RIVES",,"36 RUE DE WATTWILLER",,67100,"STRASBOURG","03 88 84 93 93 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012277,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012301,,"PHARMACIE DU CONSEIL DES QUINZE",,"30 RUE DE L'YSER",,67000,"STRASBOURG","03 88 61 62 21 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012293,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012335,"319 784 880 00019","PHARMACIE DU CORBEAU",,"2 RUE D'AUSTERLITZ",,67000,"STRASBOURG","03 88 36 02 17 ","03 88 25 54 70",,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012327,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012350,,"PHARMACIE GROSSE",,"6 RUE DE LA BREME",,67000,"STRASBOURG",,,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012343,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012384,"343 119 582 00017","PHARMACIE DE LA CIGOGNE",,"31 RUE PRINCIPALE",,67920,"SUNDHOUSE","03 88 85 20 19 ","03 88 85 84 88",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012376,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012400,"303 812 051 00017","PHARMACIE KOESSLER",,"35 RUE DE L'ECOLE",,67220,"TRIEMBACH AU VAL","03 88 57 12 63 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012392,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012434,,"PHARMACIE RIEHL",,"4 RUE DE LA GARE",,67370,"TRUCHTERSHEIM","03 88 69 60 18 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012426,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012467,,"PHARMACIE DE L'ARC EN CIEL",,"8 RUE CHATEAUBRIAND",,67550,"VENDENHEIM","03 88 69 34 44 ","03 88 59 47 63",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012442,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012483,,"PHARMACIE DU CENTRE",,"9 RUE GENERAL LECLERC",,67550,"VENDENHEIM","03 88 69 50 67 ","03 88 69 37 91",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012475,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012517,"348 849 498 00012","PHARMACIE DE VILLE",,"8 RUE DU MONT SAINTE-ODILE",,67220,"VILLE","03 88 57 18 08 ","03 88 57 07 75",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012491,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012533,,"PHARMACIE VAL DE MODER",,"9 RUE PRINCIPALE",,67350,"LA WALCK","03 88 05 50 00 ","03 88 05 50 03",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670002898,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012566,,"PHARMACIE DE LA WANTZENAU",,"7 RUE DU GENERAL DE GAULLE",,67610,"LA WANTZENAU","03 88 96 20 04 ","03 88 96 69 67",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012541,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012582,"329 901 664 00014","PHARMACIE DU LION",,"58 RUE DU GENERAL DE GAULLE",,67310,"WASSELONNE","03 88 87 05 72 ","03 88 87 42 65",,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670012574,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012616,"429 714 538 00015","PHARMACIE DU MARCHE",,"13 PLACE DU MARCHE",,67310,"WASSELONNE","03 88 87 01 81 ","03 88 87 08 73",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012590,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012632,,"PHARMACIE DE LA GARANCE",,"31 RUE PRINCIPALE",,67500,"WEITBRUCH","03 88 72 45 92 ","03 88 72 13 65",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012624,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012657,"417 585 536 00010","PHARMACIE SCHICKELE",,"11 RUE DE MOLSHEIM",,67310,"WESTHOFFEN","03 88 50 38 10 ","03 88 50 58 13",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012640,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
